City,Client ID,Client Name,Number of Records,Order ID,Zip Code,Goods Category,Goods Sub-Category,Profit,Region,Row ID,Office City Sales,State
Los Angeles,699,Jenny Gold,1,36647,90041,Office Supplies,Scissors Rulers an,-22,West,5141,83,California
Santa Rosa,702,Kelly OConnor,1,87979,95404,Office Supplies,Scissors Rulers an,-18,West,23141,21,California
Mission Viejo,786,Jason Bray,1,91517,92691,Office Supplies,Scissors Rulers an,-48,West,22623,16,California
Twentynine Palms,3151,Glenda Hunter,1,88544,92277,Office Supplies,Scissors Rulers an,-19,West,19619,63,California
San Mateo,418,Lester Cho,1,87701,94403,Office Supplies,Scissors Rulers an,-101,West,25692,141,California
Ontario,984,Paul Cooper,1,90204,91761,Office Supplies,Scissors Rulers an,13,West,21932,64,California
Visalia,141,Toni Daly,1,91091,93277,Office Supplies,Scissors Rulers an,-31,West,20700,20,California
Redding,919,Tracy Livingston,1,90492,96003,Office Supplies,Scissors Rulers an,-6,West,25677,48,California
Los Banos,452,Leslie Rowland,1,86024,93635,Office Supplies,Scissors Rulers an,-242,West,22019,207,California
Twentynine Palms,3151,Glenda Hunter,1,88546,92277,Office Supplies,Scissors Rulers an,48,West,24723,120,California
Petaluma,136,Dale Gillespie,1,88534,94952,Office Supplies,Scissors Rulers an,3,West,25764,85,California
Chico,2094,Vernon Hirsch Singleton,1,86632,95928,Office Supplies,Scissors Rulers an,-64,West,18146,43,California
Los Angeles,699,Jenny Gold,1,57638,90041,Office Supplies,Scissors Rulers an,-86,West,8081,100,California
Salinas,1610,Daniel S Glover,1,87829,93905,Office Supplies,Scissors Rulers an,1095,West,25942,12164,California
Dublin,2733,Marian Godwin,1,89022,94568,Office Supplies,Scissors Rulers an,-48,West,25513,38,California
Westminster,694,Cecil Bray Bush,1,87822,80030,Office Supplies,Scissors Rulers an,11,West,24854,179,Colorado
Louisville,2962,Leonard Strauss,1,88616,80027,Office Supplies,Scissors Rulers an,-46,West,19340,32,Colorado
Wheat Ridge,830,Douglas Sutton,1,90275,80033,Office Supplies,Scissors Rulers an,-31,West,19537,49,Colorado
Wheat Ridge,830,Douglas Sutton,1,90276,80033,Office Supplies,Scissors Rulers an,34,West,23032,146,Colorado
Aurora,1257,Ryan Foster,1,86536,80013,Office Supplies,Scissors Rulers an,-8,West,18693,3,Colorado
Caldwell,3102,Larry Arnold,1,89992,83605,Office Supplies,Scissors Rulers an,-29,West,23934,35,Idaho
Bozeman,2004,James Dickinson Ball,1,91280,59715,Office Supplies,Scissors Rulers an,1,West,24466,68,Montana
Great Falls,2056,Rita Wagner,1,91465,59405,Office Supplies,Scissors Rulers an,34,West,24969,166,Montana
North Las Vegas,718,Jimmy Hsu,1,89354,89031,Office Supplies,Scissors Rulers an,28,West,19034,312,Nevada
Farmington,2224,Marilyn Bishop,1,89979,87401,Office Supplies,Scissors Rulers an,-30,West,21894,76,New Mexico
Coos Bay,3325,Diane Barr,1,90990,97420,Office Supplies,Scissors Rulers an,-26,West,25134,169,Oregon
Salem,611,Cathy Weber,1,91072,97301,Office Supplies,Scissors Rulers an,-29,West,20684,111,Oregon
Woodburn,2781,Kelly Byers,1,87172,97071,Office Supplies,Scissors Rulers an,56,West,22098,171,Oregon
West Linn,2138,Christopher Chambers,1,86007,97068,Office Supplies,Scissors Rulers an,-13,West,18029,7,Oregon
Draper,1940,Eileen McDonald,1,88870,84020,Office Supplies,Scissors Rulers an,-29,West,23550,8,Utah
Tooele,1303,Cindy Harvey,1,87013,84074,Office Supplies,Scissors Rulers an,-13,West,20277,22,Utah
Puyallup,3394,Julia Padgett,1,87913,98373,Office Supplies,Scissors Rulers an,-117,West,22578,162,Washington
Redmond,43,Theodore Moran,1,91456,98052,Office Supplies,Scissors Rulers an,-18,West,25438,83,Washington
Anacortes,3,Bonnie Potter,1,88523,98221,Office Supplies,Scissors Rulers an,-31,West,23087,42,Washington
Edmonds,2868,Eugene Clayton,1,85831,98026,Office Supplies,Scissors Rulers an,-5,West,18002,3,Washington
Prescott Valley,754,Helen Lyons,1,90443,86314,Office Supplies,Storage & Organiza,-150,West,25144,204,Arizona
Kingman,357,Barbara McNamara,1,91133,86401,Office Supplies,Storage & Organiza,-922,West,21264,874,Arizona
Mesa,526,April Hu,1,90030,85204,Office Supplies,Storage & Organiza,-818,West,25147,1257,Arizona
Kingman,357,Barbara McNamara,1,91136,86401,Office Supplies,Storage & Organiza,-155,West,22409,550,Arizona
Yuma,1118,Jesse Williams Katz,1,86781,85364,Office Supplies,Storage & Organiza,-93,West,23938,142,Arizona
Goodyear,354,Joanna Hill,1,89652,85338,Office Supplies,Storage & Organiza,430,West,21681,918,Arizona
Chandler,2801,Jimmy Wang,1,91051,85224,Office Supplies,Storage & Organiza,174,West,20893,715,Arizona
Prescott Valley,754,Helen Lyons,1,90442,86314,Office Supplies,Storage & Organiza,-114,West,23517,182,Arizona
Tempe,1116,Meredith Bland,1,86781,85281,Office Supplies,Storage & Organiza,-143,West,19726,79,Arizona
Surprise,1115,Jill Foster,1,86786,85374,Office Supplies,Storage & Organiza,449,West,18600,846,Arizona
Tucson,1117,Samantha Koch,1,86768,85705,Office Supplies,Storage & Organiza,-139,West,21579,278,Arizona
Sierra Vista,881,Jerry Barnes Nelson,1,86157,85635,Office Supplies,Storage & Organiza,-114,West,24690,72,Arizona
Mesa,526,April Hu,1,90030,85204,Office Supplies,Storage & Organiza,-23,West,25148,92,Arizona
Tempe,1116,Meredith Bland,1,86785,85281,Office Supplies,Storage & Organiza,603,West,19946,2051,Arizona
El Mirage,200,Martha Pridgen,1,91142,85335,Office Supplies,Storage & Organiza,-816,West,25543,120,Arizona
Tucson,1117,Samantha Koch,1,86784,85705,Office Supplies,Storage & Organiza,-1227,West,21922,258,Arizona
San Diego,2498,Arlene Long,1,31492,92024,Office Supplies,Storage & Organiza,-25,West,4412,1744,California
Santa Clara,637,Christopher Bryant,1,87956,95051,Office Supplies,Storage & Organiza,247,West,19087,902,California
Brentwood,3236,Heidi Best,1,91254,94513,Office Supplies,Storage & Organiza,-1087,West,22816,361,California
Vacaville,90,Katie Watson,1,87181,95687,Office Supplies,Storage & Organiza,-1191,West,18240,340,California
Los Angeles,1314,Keith Marsh,1,27013,90058,Office Supplies,Storage & Organiza,-746,West,3791,2710,California
San Diego,2498,Arlene Long,1,8833,92024,Office Supplies,Storage & Organiza,-847,West,1205,4341,California
Foster City,313,Ruth Stout,1,89173,94404,Office Supplies,Storage & Organiza,-79,West,21165,119,California
Lemon Grove,317,Katherine Kearney,1,86041,91945,Office Supplies,Storage & Organiza,-120,West,18034,192,California
Lodi,401,Teresa Brewer,1,87806,95240,Office Supplies,Storage & Organiza,-186,West,18387,237,California
Vallejo,91,Wallace Werner,1,87182,94591,Office Supplies,Storage & Organiza,-231,West,18847,314,California
Berkeley,3208,Jackie Wu,1,90741,94704,Office Supplies,Storage & Organiza,14,West,21269,238,California
Lake Elsinore,25,Virginia Hardison,1,87666,92530,Office Supplies,Storage & Organiza,1268,West,21252,1838,California
Los Angeles,2431,Troy Cassidy,1,5920,90004,Office Supplies,Storage & Organiza,-122,West,819,2039,California
Napa,67,Ellen McCormick,1,87946,94559,Office Supplies,Storage & Organiza,846,West,23274,1226,California
San Clemente,1782,Lawrence Dennis,1,89863,92672,Office Supplies,Storage & Organiza,237,West,23488,620,California
Gilroy,486,Tracey Gross,1,91068,95020,Office Supplies,Storage & Organiza,1952,West,24739,4010,California
Los Angeles,2670,Yvonne Mann,1,37924,90049,Office Supplies,Storage & Organiza,2009,West,5338,27588,California
Redding,923,Dana Heller,1,87144,96003,Office Supplies,Storage & Organiza,1497,West,23057,2170,California
West Hollywood,463,Debbie Stevenson,1,88061,90069,Office Supplies,Storage & Organiza,522,West,18467,1082,California
Escondido,3200,Mary O Rich,1,88439,92025,Office Supplies,Storage & Organiza,-138,West,18565,342,California
Beverly Hills,3235,Aaron Davies Bruce,1,91253,90210,Office Supplies,Storage & Organiza,-197,West,21011,41,California
Los Angeles,3004,Maurice Everett,1,32931,90049,Office Supplies,Storage & Organiza,-61,West,4628,298,California
San Bernardino,1637,Rodney Christian Callah,1,89710,92404,Office Supplies,Storage & Organiza,-35,West,23828,244,California
San Diego,1723,Constance Flowers,1,32710,92037,Office Supplies,Storage & Organiza,-59,West,4596,1835,California
Oxnard,1101,Kimberly McCarthy,1,91488,93030,Office Supplies,Storage & Organiza,6,West,22537,51,California
San Diego,1723,Constance Flowers,1,48032,92037,Office Supplies,Storage & Organiza,-104,West,6745,740,California
Salinas,1636,Sidney Greenberg,1,89707,93905,Office Supplies,Storage & Organiza,379,West,23631,776,California
San Bernardino,1637,Rodney Christian Callah,1,89713,92404,Office Supplies,Storage & Organiza,-110,West,23664,64,California
Los Angeles,553,Kristine Connolly,1,17155,90008,Office Supplies,Storage & Organiza,-1440,West,2369,1168,California
Chico,2094,Vernon Hirsch Singleton,1,86630,95928,Office Supplies,Storage & Organiza,73,West,22434,1057,California
Anaheim,2400,Anita Boyle,1,88455,92804,Office Supplies,Storage & Organiza,1976,West,26374,3825,California
San Diego,2498,Arlene Long,1,31492,92024,Office Supplies,Storage & Organiza,-283,West,4413,3831,California
Daly City,2505,Cameron Gentry Herndon,1,87034,94015,Office Supplies,Storage & Organiza,-140,West,24025,458,California
Granite Bay,3287,Mary Norman,1,89898,95746,Office Supplies,Storage & Organiza,891,West,20865,2177,California
Vacaville,87,Norman Shields,1,90596,95687,Office Supplies,Storage & Organiza,1892,West,24663,3128,California
Calexico,3354,Sara Faulkner,1,88592,92231,Office Supplies,Storage & Organiza,-121,West,22334,88,California
Los Angeles,699,Jenny Gold,1,36647,90041,Office Supplies,Storage & Organiza,-120,West,5142,262,California
Sacramento,1609,Jerry Ennis,1,87824,95823,Office Supplies,Storage & Organiza,-37,West,22683,24,California
Santa Rosa,702,Kelly OConnor,1,87979,95404,Office Supplies,Storage & Organiza,-96,West,23142,68,California
San Luis Obispo,417,Mike Pollard,1,87704,93405,Office Supplies,Storage & Organiza,-157,West,18578,108,California
Calexico,3354,Sara Faulkner,1,88593,92231,Office Supplies,Storage & Organiza,178,West,22915,373,California
Whittier,782,Sarah N Becker,1,90962,90604,Office Supplies,Storage & Organiza,193,West,20434,279,California
Citrus Heights,2231,Regina Hewitt,1,86682,95610,Office Supplies,Storage & Organiza,1595,West,18954,2311,California
East Los Angeles,2803,Catherine Dorsey Burnet,1,86227,90022,Office Supplies,Storage & Organiza,-171,West,18071,180,California
Manhattan Beach,454,Gayle Waller,1,86031,90266,Office Supplies,Storage & Organiza,1825,West,24730,2645,California
Oakland,411,Carolyn Proctor,1,87905,94601,Office Supplies,Storage & Organiza,943,West,18428,1531,California
Los Angeles,2670,Yvonne Mann,1,54497,90049,Office Supplies,Storage & Organiza,-140,West,7615,156,California
Los Angeles,2670,Yvonne Mann,1,12804,90049,Office Supplies,Storage & Organiza,-45,West,1790,767,California
Bakersfield,2652,Brenda Ross,1,89363,93309,Office Supplies,Storage & Organiza,175,West,24379,285,California
Temecula,1121,Tonya Proctor,1,86772,92592,Office Supplies,Storage & Organiza,-15,West,20095,140,California
Los Angeles,699,Jenny Gold,1,48994,90041,Office Supplies,Storage & Organiza,-373,West,6875,1992,California
Pacifica,1490,Leslie Duffy,1,88006,94044,Office Supplies,Storage & Organiza,100,West,20686,5705,California
Los Angeles,2548,Wayne Bass,1,40997,90068,Office Supplies,Storage & Organiza,-8,West,5779,23,California
San Diego,1723,Constance Flowers,1,44002,92037,Office Supplies,Storage & Organiza,-52,West,6213,262,California
Lemon Grove,317,Katherine Kearney,1,86044,91945,Office Supplies,Storage & Organiza,105,West,23045,563,California
Los Angeles,2842,Jason Hernandez,1,44647,90032,Office Supplies,Storage & Organiza,-59,West,6312,328,California
Sunnyvale,1391,Carolyn Greer,1,88730,94086,Office Supplies,Storage & Organiza,15,West,20113,390,California
Los Angeles,3075,Gordon Brandt,1,7107,90061,Office Supplies,Storage & Organiza,163,West,987,1887,California
Los Angeles,2431,Troy Cassidy,1,21601,90004,Office Supplies,Storage & Organiza,-609,West,2992,2450,California
Fairfield,3388,Aaron Shaffer,1,90154,94533,Office Supplies,Storage & Organiza,67,West,19464,895,California
Los Angeles,699,Jenny Gold,1,9344,90041,Office Supplies,Storage & Organiza,-506,West,1282,3466,California
Santa Monica,701,Christine Gardner,1,87987,90405,Office Supplies,Storage & Organiza,-253,West,19282,867,California
Visalia,122,Miriam Proctor,1,90670,93277,Office Supplies,Storage & Organiza,218,West,25360,316,California
Concord,2489,Craig Liu,1,86885,94521,Office Supplies,Storage & Organiza,1388,West,21212,2012,California
Los Angeles,2491,Sean N Boyer,1,23042,90045,Office Supplies,Storage & Organiza,1948,West,3212,8048,California
Oceanside,776,Holly Love Butler,1,87001,92054,Office Supplies,Storage & Organiza,-878,West,24185,1352,California
Rancho Cucamonga,918,Kerry Jernigan,1,90492,91730,Office Supplies,Storage & Organiza,6,West,25676,73,California
Anaheim,2400,Anita Boyle,1,88456,92804,Office Supplies,Storage & Organiza,-134,West,22081,106,California
Carlsbad,1852,Joy Kaplan McNeill,1,86848,92008,Office Supplies,Storage & Organiza,-24,West,18764,88,California
Fairfield,3265,Glenn Morgan,1,89840,94533,Office Supplies,Storage & Organiza,-5,West,25142,230,California
Los Angeles,2842,Jason Hernandez,1,10919,90032,Office Supplies,Storage & Organiza,-1232,West,1511,2041,California
Los Angeles,3004,Maurice Everett,1,54949,90049,Office Supplies,Storage & Organiza,-294,West,7665,357,California
Apple Valley,2530,Janet Zhang,1,87456,92307,Office Supplies,Storage & Organiza,-253,West,19965,216,California
Ontario,984,Paul Cooper,1,90209,91761,Office Supplies,Storage & Organiza,-287,West,21837,323,California
Thousand Oaks,1653,Charles Cline,1,89885,91360,Office Supplies,Storage & Organiza,-458,West,19251,1104,California
Los Angeles,1314,Keith Marsh,1,27013,90058,Office Supplies,Storage & Organiza,-275,West,3792,8355,California
El Centro,2828,Monica Howard,1,87720,92243,Office Supplies,Storage & Organiza,-35,West,24607,90,California
Northglenn,291,Norma Oliver,1,90841,80233,Office Supplies,Storage & Organiza,1045,West,22953,1901,Colorado
Castle Rock,1262,Lindsay Zhou,1,89733,80104,Office Supplies,Storage & Organiza,-1330,West,23374,999,Colorado
Commerce City,1316,Marion Lindsey,1,87603,80022,Office Supplies,Storage & Organiza,-746,West,21791,638,Colorado
Parker,292,Brian Meadows,1,90839,80134,Office Supplies,Storage & Organiza,-46,West,26182,64,Colorado
Pueblo West,618,Robert Cowan,1,88203,81007,Office Supplies,Storage & Organiza,-438,West,21585,1875,Colorado
Pueblo,617,Brett Schultz,1,88198,81001,Office Supplies,Storage & Organiza,-276,West,18493,279,Colorado
Durango,2006,Cynthia Khan,1,88806,81301,Office Supplies,Storage & Organiza,163,West,24073,401,Colorado
Durango,2141,Molly Webster,1,87570,81301,Office Supplies,Storage & Organiza,45,West,18412,243,Colorado
Durango,2006,Cynthia Khan,1,88799,81301,Office Supplies,Storage & Organiza,-19,West,22944,98,Colorado
Commerce City,1316,Marion Lindsey,1,87603,80022,Office Supplies,Storage & Organiza,-275,West,21792,2156,Colorado
Fountain,240,Gilbert Scarborough,1,90486,80817,Office Supplies,Storage & Organiza,-264,West,22741,3767,Colorado
Boise,2642,Donna Hawkins,1,86038,83701,Office Supplies,Storage & Organiza,-91,West,24837,143,Idaho
Moscow,2376,Debra Batchelor,1,91321,83843,Office Supplies,Storage & Organiza,-263,West,22828,109,Idaho
Coeur D Alene,3005,Teresa Watts,1,91390,83814,Office Supplies,Storage & Organiza,-61,West,22628,72,Idaho
Pocatello,3109,Samuel Simmons,1,87333,83201,Office Supplies,Storage & Organiza,72,West,21404,507,Idaho
Twin Falls,3206,Dana Rankin,1,87936,83301,Office Supplies,Storage & Organiza,1177,West,24784,1706,Idaho
Idaho Falls,3006,Thomas Spence,1,91388,83402,Office Supplies,Storage & Organiza,-153,West,25665,82,Idaho
Rexburg,3149,Harriet Moore,1,89720,83440,Office Supplies,Storage & Organiza,49,West,25267,323,Idaho
Billings,1948,Angela Alston,1,90416,59102,Office Supplies,Storage & Organiza,-50,West,19641,177,Montana
Bozeman,2004,James Dickinson Ball,1,91280,59715,Office Supplies,Storage & Organiza,-5,West,24467,230,Montana
North Las Vegas,718,Jimmy Hsu,1,89345,89031,Office Supplies,Storage & Organiza,150,West,18945,563,Nevada
Pahrump,719,Stephen Lam,1,89344,89041,Office Supplies,Storage & Organiza,-79,West,20790,206,Nevada
North Las Vegas,2831,Mike Strauss,1,89798,89031,Office Supplies,Storage & Organiza,-114,West,21486,85,Nevada
Sparks,893,Mike Wilder,1,89474,89431,Office Supplies,Storage & Organiza,-1638,West,20861,344,Nevada
Alamogordo,1732,Kate Glover,1,90657,88310,Office Supplies,Storage & Organiza,32,West,25987,238,New Mexico
Roswell,2702,Lawrence Norris,1,87691,88201,Office Supplies,Storage & Organiza,-33,West,22324,18,New Mexico
Clovis,2223,Judy Langley,1,89974,88101,Office Supplies,Storage & Organiza,72,West,19901,267,New Mexico
Hobbs,2225,Sean McKenna,1,89978,88240,Office Supplies,Storage & Organiza,-478,West,24114,1136,New Mexico
Keizer,80,Sam Carlson,1,89926,97303,Office Supplies,Storage & Organiza,-271,West,25084,212,Oregon
Keizer,80,Sam Carlson,1,89924,97303,Office Supplies,Storage & Organiza,26,West,19272,552,Oregon
Corvallis,3039,Anne Barnett,1,86201,97330,Office Supplies,Storage & Organiza,-71,West,24047,48,Oregon
Portland,521,Donald Montgomery,1,89330,97206,Office Supplies,Storage & Organiza,43,West,18934,226,Oregon
Coos Bay,1307,Teresa Hill,1,91453,97420,Office Supplies,Storage & Organiza,8,West,22711,134,Oregon
Tooele,1303,Cindy Harvey,1,87007,84074,Office Supplies,Storage & Organiza,3024,West,18210,4382,Utah
Magna,216,Tonya B Horne,1,88052,84044,Office Supplies,Storage & Organiza,738,West,19765,1070,Utah
Provo,556,Kristina Sanders,1,86189,84604,Office Supplies,Storage & Organiza,-1116,West,20369,275,Utah
Salt Lake City,801,Leonard Daly,1,89913,84106,Office Supplies,Storage & Organiza,-185,West,23388,401,Utah
Springville,1183,Becky OBrien,1,86922,84663,Office Supplies,Storage & Organiza,241,West,22273,1195,Utah
West Jordan,1304,Sherri McIntosh,1,87010,84084,Office Supplies,Storage & Organiza,-30,West,24032,90,Utah
Murray,499,Anne Coates,1,90368,84107,Office Supplies,Storage & Organiza,-143,West,19603,156,Utah
Roy,797,Eileen Riddle,1,86868,84067,Office Supplies,Storage & Organiza,-717,West,19012,834,Utah
American Fork,1409,Frederick Lehman,1,90448,84003,Office Supplies,Storage & Organiza,-357,West,24258,118,Utah
Seattle,640,Neal Wolfe,1,8001,98119,Office Supplies,Storage & Organiza,112,West,1087,3608,Washington
Seatac,493,Douglas Buck,1,88906,98158,Office Supplies,Storage & Organiza,6,West,18758,87,Washington
Yakima,1299,Vincent Swanson,1,90668,98902,Office Supplies,Storage & Organiza,142,West,20696,312,Washington
Issaquah,3025,Kent Hardy,1,90949,98027,Office Supplies,Storage & Organiza,858,West,20386,1243,Washington
Seattle,308,Glen Caldwell,1,43526,98115,Office Supplies,Storage & Organiza,-43,West,6149,472,Washington
Olympia,3276,Tina Lynn Richmond,1,86237,98502,Office Supplies,Storage & Organiza,-65,West,22750,135,Washington
Anacortes,40,Seth Grimes,1,88683,98221,Office Supplies,Storage & Organiza,-71,West,18673,31,Washington
Olympia,3276,Tina Lynn Richmond,1,86240,98502,Office Supplies,Storage & Organiza,-59,West,25207,18,Washington
Mount Vernon,3275,Tamara Dickinson,1,86233,98273,Office Supplies,Storage & Organiza,35,West,19047,127,Washington
Aurora,191,Gerald Kearney,1,89094,60505,Office Machines,Computer Periphera,-59,Central,21604,75,Illinois
Romeoville,1079,Jimmy Xu,1,88465,60441,Office Machines,Computer Periphera,763,Central,18964,1106,Illinois
Oak Lawn,221,Colleen Wilcox,1,87229,60453,Office Machines,Computer Periphera,27,Central,21644,97,Illinois
Chicago,94,Eddie House Mueller,1,44231,60601,Office Machines,Computer Periphera,-88,Central,6244,2664,Illinois
Chicago,1682,Julie Edwards,1,56710,60611,Office Machines,Computer Periphera,-99,Central,7938,274,Illinois
Park Ridge,572,Nancy White,1,86561,60068,Office Machines,Computer Periphera,137,Central,18135,571,Illinois
Aurora,191,Gerald Kearney,1,89093,60505,Office Machines,Computer Periphera,-100,Central,20521,203,Illinois
Chicago,1402,Wesley Tate,1,43079,60653,Office Machines,Computer Periphera,-21,Central,6080,1421,Illinois
Streamwood,49,Terri Lyons,1,87717,60107,Office Machines,Computer Periphera,-45,Central,23802,208,Illinois
Glenview,2377,Ryan Taylor,1,91323,60025,Office Machines,Computer Periphera,29,Central,21591,184,Illinois
Lansing,2718,Caroline Stone,1,89399,60438,Office Machines,Computer Periphera,-27,Central,20058,83,Illinois
Quincy,759,Bernice F Day,1,86641,62301,Office Machines,Computer Periphera,-71,Central,23275,24,Illinois
Glendale Heights,2342,Danny Francis Bell,1,88997,60139,Office Machines,Computer Periphera,52,Central,22392,165,Illinois
Skokie,1092,Ron Singh,1,90141,60076,Office Machines,Computer Periphera,-205,Central,25730,221,Illinois
Country Club Hills,1542,Janet Snow,1,87785,60478,Office Machines,Computer Periphera,253,Central,18381,479,Illinois
Evanston,1770,Samantha Allen,1,89107,60201,Office Machines,Computer Periphera,169,Central,21355,245,Illinois
Naperville,3133,Kristine Singleton,1,86792,60540,Office Machines,Computer Periphera,-101,Central,21720,45,Illinois
Quincy,759,Bernice F Day,1,86643,62301,Office Machines,Computer Periphera,-56,Central,22051,17,Illinois
Calumet City,1068,Erik Barr,1,87111,60409,Office Machines,Computer Periphera,-57,Central,18331,20,Illinois
Champaign,1251,Leah Huff,1,87882,61821,Office Machines,Computer Periphera,-179,Central,23031,94,Illinois
Frankfort,749,Seth Berry,1,91206,60423,Office Machines,Computer Periphera,-63,Central,23628,20,Illinois
Saint Charles,1090,Seth Davies,1,90134,60174,Office Machines,Computer Periphera,-139,Central,22774,85,Illinois
Wheeling,566,Stephanie Pruitt,1,87105,60090,Office Machines,Computer Periphera,-131,Central,22738,61,Illinois
Chicago,1682,Julie Edwards,1,56710,60611,Office Machines,Computer Periphera,233,Central,7939,1052,Illinois
Wheaton,565,Andrea Oakley,1,87107,60187,Office Machines,Computer Periphera,-145,Central,18230,54,Illinois
Rock Island,767,Jeffrey Mueller,1,86279,61201,Office Machines,Computer Periphera,232,Central,18735,337,Illinois
Bolingbrook,382,Wesley Dudley,1,88934,60440,Office Machines,Computer Periphera,15,Central,26257,80,Illinois
Chicago,1682,Julie Edwards,1,13440,60611,Office Machines,Computer Periphera,261,Central,1867,1767,Illinois
Glendale Heights,2342,Danny Francis Bell,1,88993,60139,Office Machines,Computer Periphera,-119,Central,20221,40,Illinois
Collinsville,1339,James Perez,1,91246,62234,Office Machines,Computer Periphera,124,Central,25633,180,Illinois
Gurnee,2397,Laura Mayo Cox,1,86381,60031,Office Machines,Computer Periphera,183,Central,20209,282,Illinois
Chicago,1402,Wesley Tate,1,20960,60653,Office Machines,Computer Periphera,-105,Central,2901,670,Illinois
Tinley Park,303,Bill Bowers Li,1,86133,60477,Office Machines,Computer Periphera,-155,Central,21805,135,Illinois
Hoffman Estates,2410,Tim T Cobb,1,85824,60194,Office Machines,Computer Periphera,-92,Central,23236,618,Illinois
Highland Park,2409,Florence Wilder,1,85818,60035,Office Machines,Computer Periphera,-83,Central,20402,286,Illinois
Schaumburg,1081,Nancy Schwartz Peacock,1,88469,60193,Office Machines,Computer Periphera,-49,Central,24083,265,Illinois
Chicago,1402,Wesley Tate,1,26756,60653,Office Machines,Computer Periphera,-30,Central,3743,1013,Illinois
Crystal Lake,3396,Stuart Wiley,1,87542,60014,Office Machines,Computer Periphera,-43,Central,19372,804,Illinois
Saint Charles,1090,Seth Davies,1,90134,60174,Office Machines,Computer Periphera,-95,Central,22775,169,Illinois
Schaumburg,1081,Nancy Schwartz Peacock,1,88469,60193,Office Machines,Computer Periphera,-1,Central,24084,49,Illinois
Oak Park,232,Sandy Holmes,1,90240,60302,Office Machines,Computer Periphera,-18,Central,21371,17,Illinois
Chicago,1402,Wesley Tate,1,48452,60653,Office Machines,Computer Periphera,41,Central,6798,3187,Illinois
Oak Park,232,Sandy Holmes,1,90240,60302,Office Machines,Computer Periphera,592,Central,21372,1195,Illinois
Saint Charles,1080,Colleen Fletcher,1,88467,60174,Office Machines,Computer Periphera,219,Central,23138,766,Illinois
Des Plaines,1484,Alison Stewart,1,91235,60016,Office Machines,Computer Periphera,-128,Central,21806,290,Illinois
Chicago,94,Eddie House Mueller,1,28582,60601,Office Machines,Computer Periphera,170,Central,4005,1650,Illinois
Joliet,2472,Ricky Sanders,1,86519,60432,Office Machines,Computer Periphera,176,Central,24450,418,Illinois
Springfield,48,Geoffrey Hewitt,1,87715,62701,Office Machines,Computer Periphera,229,Central,20726,332,Illinois
Chicago,1402,Wesley Tate,1,19936,60653,Office Machines,Computer Periphera,301,Central,2759,4026,Illinois
Country Club Hills,1503,Leo Riley,1,89197,60478,Office Machines,Computer Periphera,257,Central,26199,418,Illinois
Palatine,559,Harvey McDonald,1,91155,60067,Office Machines,Computer Periphera,406,Central,22430,588,Illinois
Anderson,594,Charlie Moore,1,86311,46016,Office Machines,Computer Periphera,485,Central,21662,703,Indiana
Hobart,1386,Miriam Drake,1,88317,46342,Office Machines,Computer Periphera,18,Central,23981,433,Indiana
East Chicago,697,Adam G Sawyer,1,89850,46312,Office Machines,Computer Periphera,44,Central,26225,254,Indiana
Hammond,1279,Josephine Rao,1,90119,46324,Office Machines,Computer Periphera,-39,Central,21155,155,Indiana
Crown Point,696,Johnny Reid,1,89847,46307,Office Machines,Computer Periphera,-83,Central,22613,79,Indiana
Crown Point,696,Johnny Reid,1,89848,46307,Office Machines,Computer Periphera,-580,Central,19225,356,Indiana
Schererville,1623,Patrick Adcock,1,87611,46375,Office Machines,Computer Periphera,65,Central,23751,472,Indiana
Indianapolis,1432,Kerry Green,1,86834,46203,Office Machines,Computer Periphera,50,Central,18180,207,Indiana
Bloomington,595,Dana Desai,1,86318,47401,Office Machines,Computer Periphera,376,Central,23091,587,Indiana
Hobart,1386,Miriam Drake,1,88315,46342,Office Machines,Computer Periphera,51,Central,23128,294,Indiana
West Lafayette,1778,Ray Oakley,1,89955,47906,Office Machines,Computer Periphera,369,Central,25497,990,Indiana
Valparaiso,1777,Miriam Greenberg,1,89951,46383,Office Machines,Computer Periphera,389,Central,20395,564,Indiana
Indianapolis,1387,Matthew Kearney,1,88317,46203,Office Machines,Computer Periphera,-72,Central,23982,220,Indiana
Fort Wayne,1211,Debra Proctor,1,88606,46806,Office Machines,Computer Periphera,572,Central,19896,830,Indiana
Indianapolis,1387,Matthew Kearney,1,88316,46203,Office Machines,Computer Periphera,482,Central,26316,698,Indiana
Frankfort,721,Melvin Duke,1,91055,46041,Office Machines,Computer Periphera,-131,Central,25116,160,Indiana
Noblesville,1546,Tommy Mullins,1,88496,46060,Office Machines,Computer Periphera,40,Central,20951,761,Indiana
Granger,1213,Jeremy Pratt,1,88599,46530,Office Machines,Computer Periphera,259,Central,24270,375,Indiana
Michigan City,1487,Joshua Lancaster,1,86471,46360,Office Machines,Computer Periphera,186,Central,19106,269,Indiana
West Lafayette,1778,Ray Oakley,1,89952,47906,Office Machines,Computer Periphera,285,Central,22594,413,Indiana
New Albany,1545,Willie Boone,1,88497,47150,Office Machines,Computer Periphera,-4,Central,20514,463,Indiana
Fort Wayne,1211,Debra Proctor,1,88607,46806,Office Machines,Computer Periphera,167,Central,20104,440,Indiana
Council Bluffs,2014,Cathy Simon,1,88367,51503,Office Machines,Computer Periphera,89,Central,18989,151,Iowa
